Date,High,Low,Open,Close,Volume,Marketcap
2020-10-05 23:59:59,0.04178877790793215,0.044132017219530084,0.04149504062461298,0.042186914901567917,0.0,0.0027511096266609643
2020-10-06 23:59:59,0.03911020181406571,0.02735988890375815,0.04252067211120293,0.024293243175856606,0.00020541713839605287,0.00048541341240322493
2020-10-07 23:59:59,0.02188995292198142,0.01853433918695241,0.024413071325225133,0.02045961879293278,0.0002405554775413783,0.0
2020-10-08 23:59:59,0.02579670862042583,0.019878149638191303,0.02023249704052174,0.026547583241579152,0.0005843841813477576,0.019151272886241157
2020-10-09 23:59:59,0.029974165230687987,0.03209733788574805,0.02668153072009298,0.03159807369431641,0.00028730554997410924,0.021073097898483155
2020-10-10 23:59:59,0.03598282802416499,0.03841755778117105,0.03175816959023546,0.03542896964092978,0.000378580075523668,0.02253083981273608
2020-10-11 23:59:59,0.036057572894055805,0.0421462953143449,0.03560674837432001,0.036300703718824844,0.00024383755481907385,0.022862554197904693
2020-10-12 23:59:59,0.040706531187711344,0.04221676342549699,0.036485267425270265,0.04056496723123585,0.0004772948441781522,0.02448520220480426
2020-10-13 23:59:59,0.04550028686483603,0.043781571848711356,0.04076913788081438,0.03872165759020311,0.0004883515076247862,0.02378378150348741
2020-10-14 23:59:59,0.04608303071667002,0.043838621011541554,0.039330285236389276,0.03903958112654068,0.001103514289816075,0.023904758545763384
2020-10-15 23:59:59,0.03704015395053687,0.03344333901064135,0.03935474163601271,0.02696892025056786,0.0020725719932158404,0.019311601076885985
2020-10-16 23:59:59,0.024236979547700398,0.024411261431909817,0.025228775217128643,0.019486779515914078,0.018620346372027256,0.03726093734618146
2020-10-17 23:59:59,0.022937926276979013,0.0234676541682321,0.01956905609892977,0.02258188272819118,0.015268127125460265,0.039423943411209215
2020-10-18 23:59:59,0.020858008825311615,0.025131233871264452,0.022733401264549688,0.021556293197295427,0.014247006934464304,0.03870721242419071
2020-10-19 23:59:59,0.019676514152302017,0.018498536403602633,0.021814322766727984,0.013724611317116282,0.017364324796139013,0.03323405878513518
2020-10-20 23:59:59,0.012352140822318627,0.011365560242519397,0.013846177508651185,0.00738553098452862,0.021360146181610945,0.028804006451608494
2020-10-21 23:59:59,0.013541199011388637,0.011267464696293611,0.007544945589020677,0.01231536660193655,0.01544129434183768,0.03224921121223153
2020-10-22 23:59:59,0.017893609721470485,0.01412289413891231,0.012272990962350447,0.01706482880622425,0.01927636674077844,0.04192882328565594
2020-10-23 23:59:59,0.022106643641805417,0.020301679390192506,0.016650437939869422,0.023110612143611202,0.026802858599955244,0.047289050778310804
2020-10-24 23:59:59,0.021939124226766256,0.02364403727208922,0.023227219102763305,0.019419254869069154,0.020312381786392237,0.04430809080120581
2020-10-25 23:59:59,0.01957207966364089,0.021555013939442424,0.019517237960010578,0.0168549380023481,0.015490339061467333,0.04223727364659041
2020-10-26 23:59:59,0.016808049492057935,0.016869372020837936,0.016939986331618778,0.013760347765474516,0.017722718428561678,0.03973823359438103
2020-10-27 23:59:59,0.016346477183915013,0.015753494837657922,0.013829766290349516,0.011837614522500504,0.020637593676471833,0.03818552805990012
2020-10-28 23:59:59,0.011169481122954482,0.011178373367340441,0.011897355384925673,0.0077396207093567496,0.02132546016798305,0.03487618825133351
2020-10-29 23:59:59,0.007396895942529,0.004213944097661099,0.007778675104286488,0.0022880596301672468,0.02335849565470101,0.03047377358710536
2020-10-30 23:59:59,0.005556902917808179,0.003383402635009747,0.0022996234898332232,0.005793946654523194,0.0272252059724677,0.03538740489174551
2020-10-31 23:59:59,0.006996974531564518,0.006751045310055527,0.005823186298219471,0.003295722050245274,0.02065512493614137,0.033314574254357084
2020-11-01 23:59:59,0.004125719534600336,0.004683963209249492,0.0033123574766959207,0.004866735987171834,0.017462417283831667,0.03480899590686058
2020-11-02 23:59:59,0.008600002614872433,0.0062589781460672955,0.004891307305477009,0.0033354305512483806,0.030712671080105274,0.03354389765691384
